return_id,order_id,customer_id,product_id,store_id,return_date,return_quantity,return_amount,return_reason,return_status,refund_amount
55969,38278,21089,26819,20445,2023-05-13,3,1334.73,Size/Fit Issue,Approved,1334.73
55970,11588,17635,30079,19470,2024-01-10,1,253.56,Duplicate Order,Pending,
55971,23724,2709,15510,27622,2023-06-21,2,722.3,Changed Mind,Pending,
55972,39654,29913,23690,19005,2025-11-04,1,68.54,Late Delivery,Pending,
55973,33204,26195,26683,665,2023-11-09,1,179.24,Wrong Item Shipped,Approved,179.24
55974,24235,18575,28936,1331,2024-05-14,2,629.22,Not as Described,Pending,
55975,25245,21742,27823,14884,2024-01-11,1,446.24,Damaged,Approved,446.24
55976,14199,17761,28716,16089,2024-01-26,1,346.34,Damaged,Approved,346.34
55977,18284,2118,5885,14695,2026-08-14,1,625.55,Damaged,Approved,625.55
55978,10923,19906,13020,8894,2023-11-22,3,805.65,Wrong Item Shipped,Approved,805.65
55979,25148,4312,11363,7868,2026-08-18,1,71.09,Duplicate Order,Approved,71.09
55980,34967,11027,19697,6534,2024-02-11,5,1432.05,Duplicate Order,Approved,1432.05
55981,30136,21367,15023,24294,2024-08-09,3,1064.25,Late Delivery,Pending,
55982,12433,30034,6710,14084,2023-03-22,1,281.89,Damaged,Approved,281.89
55983,25874,10375,3066,26526,2023-05-05,1,454.46,Size/Fit Issue,Approved,454.46
55984,15957,26593,3851,5571,2025-12-08,1,428.22,Defective,Approved,428.22
55985,19468,8582,18347,22841,2026-02-10,1,135.44,Late Delivery,Approved,135.44
55986,39722,24948,15968,13906,2025-10-11,1,274.77,Duplicate Order,Approved,274.77
55987,34542,21449,24198,10791,2025-12-28,1,401.48,Not as Described,Approved,401.48
55988,31540,29238,8647,10185,2026-08-18,3,867.3,Late Delivery,Approved,867.3
55989,39122,5710,8605,745,2023-05-28,2,54.14,Not as Described,Approved,54.14
55990,35742,1502,21522,15455,2024-07-26,1,120.7,Changed Mind,Approved,120.7
55991,38539,16053,21641,5315,2026-05-19,3,1585.68,Late Delivery,Approved,1585.68
55992,14282,19701,17963,25957,2025-04-28,3,1126.98,Wrong Item Shipped,Approved,1126.98
55993,18329,20410,24894,3331,2023-04-21,2,867.62,Not as Described,Pending,
55994,19889,18283,2470,12362,2023-08-25,1,141.56,Late Delivery,Pending,
55995,15301,2034,9050,25681,2024-02-25,1,104.48,Changed Mind,Approved,104.48
55996,26017,20346,22647,18008,2024-01-11,5,2836.25,Wrong Item Shipped,Approved,2836.25
55997,34915,1106,27456,8944,2024-11-02,1,360.63,Size/Fit Issue,Approved,360.63
55998,35088,4069,3601,25260,2025-09-07,1,326.85,Duplicate Order,Approved,326.85
55999,32903,25486,11876,4501,2024-06-07,4,216.88,Size/Fit Issue,Pending,
56000,35159,5683,20274,13354,2024-10-01,2,486.7,Damaged,Rejected,0.0
56001,15401,11354,24991,1493,2024-01-12,1,77.14,Size/Fit Issue,Approved,77.14
56002,12260,9158,27881,24878,2024-11-04,3,1083.39,Wrong Item Shipped,Approved,1083.39
56003,20733,29002,16877,18016,2025-09-06,1,202.55,Damaged,Approved,202.55
56004,13187,1387,2301,28077,2025-07-16,1,473.78,Duplicate Order,Approved,473.78
56005,39783,3073,14943,630,2024-08-26,2,156.0,Late Delivery,Pending,
56006,25849,21443,17358,13903,2025-04-24,1,445.97,Wrong Item Shipped,Approved,445.97
56007,29692,14957,24880,29175,2024-12-18,2,893.54,Size/Fit Issue,Approved,893.54
56008,33853,24069,29563,19037,2026-03-29,2,643.6,Size/Fit Issue,Approved,643.6
56009,30256,10026,7788,26510,2023-03-15,1,60.92,Late Delivery,Approved,60.92
56010,37520,17550,11404,12595,2026-06-18,6,1166.22,Duplicate Order,Approved,1166.22
56011,31643,9498,3040,18456,2025-12-24,1,381.82,Size/Fit Issue,Approved,381.82
56012,26062,29448,9098,3248,2024-10-12,3,1295.82,Duplicate Order,Approved,1295.82
56013,10612,20818,29984,25258,2026-01-04,3,68.88,Duplicate Order,Approved,68.88
56014,30401,23050,21339,2025,2024-02-28,3,1425.45,Size/Fit Issue,Approved,1425.45
56015,16552,23487,29206,17580,2023-02-05,1,31.65,Changed Mind,Approved,31.65
56016,15664,21293,27503,28756,2025-08-18,2,769.92,Damaged,Approved,769.92
56017,18350,20497,8043,12999,2024-06-11,1,261.45,Duplicate Order,Approved,261.45
56018,28850,13296,23008,20238,2023-12-20,4,1175.24,Damaged,Rejected,0.0
56019,24006,25769,29065,15408,2023-06-22,1,405.17,Changed Mind,Approved,405.17
56020,32985,27375,13733,13727,2026-02-15,1,61.17,Size/Fit Issue,Approved,61.17
56021,27804,23365,6749,10506,2023-03-01,2,695.16,Not as Described,Approved,695.16
56022,25560,7945,356,2796,2023-06-12,2,880.86,Size/Fit Issue,Approved,880.86
56023,12063,20095,28198,1838,2024-12-16,1,190.09,Defective,Approved,190.09
56024,10747,7165,28941,14184,2024-01-19,4,302.16,Defective,Approved,302.16
56025,35517,9410,27338,22860,2025-03-21,4,856.8,Changed Mind,Approved,856.8
56026,26411,2944,3085,11681,2023-08-08,2,1217.96,Duplicate Order,Approved,1217.96
56027,39458,15787,16864,20684,2024-06-17,2,1073.08,Damaged,Approved,1073.08
56028,26731,6793,7241,3600,2026-05-06,2,1102.42,Late Delivery,Approved,1102.42
56029,29901,16736,21627,9148,2025-05-26,2,388.42,Defective,Rejected,0.0
56030,15503,25486,26766,29761,2025-08-09,3,732.57,Defective,Approved,732.57
56031,16376,5065,7389,927,2025-11-02,1,423.47,Not as Described,Approved,423.47
56032,11229,4253,7842,16071,2026-04-12,4,2958.96,Late Delivery,Rejected,0.0
56033,29080,19884,11513,8937,2026-08-18,2,173.34,Late Delivery,Approved,173.34
56034,32151,23071,10949,12825,2025-05-23,4,1451.8,Late Delivery,Approved,1451.8
56035,18042,25462,14047,4953,2025-09-30,4,266.68,Wrong Item Shipped,Approved,266.68
56036,35948,27956,21997,653,2025-12-14,3,526.77,Not as Described,Approved,526.77
56037,11192,12149,27897,8241,2025-04-27,5,1499.7,Changed Mind,Approved,1499.7
56038,33111,29144,5547,9092,2025-07-20,5,135.7,Changed Mind,Approved,135.7
56039,32320,10663,3059,17837,2024-04-22,1,39.52,Changed Mind,Approved,39.52
56040,28053,5772,18203,21129,2024-08-12,1,56.57,Wrong Item Shipped,Approved,56.57
56041,37797,18726,14267,19194,2023-08-23,1,459.4,Not as Described,Approved,459.4
56042,11824,1414,21032,17327,2023-08-13,2,1115.56,Defective,Approved,1115.56
56043,12038,25364,2385,265,2025-09-05,1,10.74,Wrong Item Shipped,Approved,10.74
56044,11243,2880,29618,11467,2024-09-23,3,1334.34,Late Delivery,Approved,1334.34
56045,30732,23091,19911,25734,2024-11-15,2,947.54,Size/Fit Issue,Approved,947.54
56046,22996,29323,4720,24272,2026-07-09,2,206.58,Damaged,Rejected,0.0
56047,20195,19527,6208,27814,2025-05-20,1,104.26,Not as Described,Approved,104.26
56048,16108,25900,18074,18119,2023-12-15,2,442.5,Duplicate Order,Approved,442.5
56049,35840,9798,27562,23882,2023-03-22,2,240.32,Size/Fit Issue,Pending,
56050,38651,8286,13291,7709,2026-04-30,3,1164.45,Wrong Item Shipped,Pending,
56051,19610,23669,7603,13032,2025-06-05,2,44.38,Size/Fit Issue,Approved,44.38
56052,25886,28898,23362,6665,2023-02-20,4,574.84,Size/Fit Issue,Pending,
56053,32007,24589,16328,16834,2025-09-24,1,442.1,Not as Described,Approved,442.1
56054,23816,2277,27440,16906,2024-08-01,1,27.85,Defective,Approved,27.85
56055,12846,29243,10482,23868,2023-10-11,3,1519.02,Size/Fit Issue,Approved,1519.02
56056,31488,1247,14136,7065,2025-07-09,3,948.87,Wrong Item Shipped,Pending,
56057,26446,26275,7027,18389,2024-06-10,1,676.15,Damaged,Approved,676.15
56058,38494,16340,15580,8223,2023-07-19,5,387.1,Damaged,Approved,387.1
56059,31673,29728,22788,27700,2024-09-27,4,312.6,Not as Described,Approved,312.6
56060,10738,17805,19954,2338,2024-09-25,5,715.55,Duplicate Order,Approved,715.55
56061,34281,19599,15317,29799,2023-11-21,1,375.58,Duplicate Order,Approved,375.58
56062,26913,7989,1445,16343,2024-11-03,3,2187.06,Damaged,Approved,2187.06
56063,22032,1242,588,8198,2023-05-01,1,289.94,Damaged,Approved,289.94
56064,34723,20843,13898,16594,2025-10-15,4,2277.24,Changed Mind,Approved,2277.24
56065,27567,22010,21049,18127,2024-03-28,4,2184.0,Not as Described,Approved,2184.0
56066,21548,17512,3664,3384,2023-04-14,3,51.54,Not as Described,Approved,51.54
56067,15590,25520,6379,8654,2025-02-19,2,304.0,Damaged,Approved,304.0
56068,13222,9844,11179,19729,2026-05-15,2,1422.04,Damaged,Approved,1422.04
56069,22865,837,10364,3808,2024-08-28,3,1649.13,Defective,Approved,1649.13
56070,37551,12831,8859,15591,2024-11-24,1,544.11,Defective,Approved,544.11
56071,26417,16153,3881,447,2026-08-18,2,642.4,Damaged,Pending,
56072,20150,7417,22606,15976,2023-06-27,4,2480.08,Defective,Approved,2480.08
56073,24099,20205,12433,9102,2024-01-12,3,1332.66,Size/Fit Issue,Approved,1332.66
56074,24378,1565,6846,28723,2023-09-18,1,579.24,Size/Fit Issue,Approved,579.24
56075,30614,30429,9371,23686,2024-05-09,2,913.52,Damaged,Approved,913.52
56076,21434,14528,1136,22509,2023-01-27,1,62.27,Damaged,Approved,62.27
56077,37613,7312,11012,17109,2026-05-05,1,186.67,Size/Fit Issue,Pending,
56078,14894,13194,25615,9741,2025-08-26,1,219.45,Late Delivery,Approved,219.45
56079,37004,26098,2137,19318,2025-01-02,2,342.16,Not as Described,Pending,
56080,12027,15961,18721,19581,2025-01-20,2,415.98,Late Delivery,Pending,
56081,33663,19452,8077,5465,2025-11-13,6,829.26,Changed Mind,Approved,829.26
56082,18728,16132,12253,22779,2024-08-03,3,732.84,Late Delivery,Approved,732.84
56083,31774,7846,20936,14827,2024-10-15,3,830.82,Late Delivery,Pending,
56084,22048,18299,164,13641,2025-03-24,1,167.89,Late Delivery,Pending,
56085,19966,26361,9971,17201,2023-06-24,1,24.46,Damaged,Rejected,0.0
56086,23985,26677,1651,15165,2026-08-18,1,121.54,Size/Fit Issue,Rejected,0.0
56087,33241,11141,6996,24924,2023-12-18,3,1053.93,Late Delivery,Approved,1053.93
56088,37561,24706,23181,19033,2023-03-30,2,861.52,Late Delivery,Approved,861.52
56089,34230,28999,10327,20212,2025-09-08,1,101.85,Late Delivery,Approved,101.85
56090,21799,23774,4820,16401,2023-05-02,1,485.65,Not as Described,Approved,485.65
56091,39355,13221,12139,3618,2024-02-18,1,327.4,Wrong Item Shipped,Pending,
56092,28129,1236,429,6701,2025-01-17,2,370.48,Defective,Rejected,0.0
56093,36232,27194,25546,4110,2023-03-17,1,175.43,Damaged,Pending,
56094,10707,13821,2159,5863,2026-04-22,1,156.16,Changed Mind,Pending,
56095,27928,5000,6037,12335,2023-11-28,1,576.79,Size/Fit Issue,Approved,576.79
56096,26173,12044,13728,5834,2026-08-10,2,91.32,Not as Described,Rejected,0.0
56097,31961,24422,22962,186,2024-02-28,3,1386.6,Changed Mind,Approved,1386.6
56098,18796,14786,22539,23366,2025-03-13,1,9.94,Wrong Item Shipped,Approved,9.94
56099,34301,16299,23327,11925,2023-05-24,5,594.1,Changed Mind,Approved,594.1
56100,32043,1576,20689,5187,2023-09-23,5,413.65,Damaged,Approved,413.65
56101,16798,8050,9495,25441,2025-12-30,4,850.68,Defective,Approved,850.68
56102,39617,6555,27644,22134,2026-08-18,2,408.96,Late Delivery,Approved,408.96
56103,24195,16961,15019,27120,2023-05-24,2,300.86,Wrong Item Shipped,Approved,300.86
56104,12119,11075,16375,23520,2023-09-06,4,1986.68,Defective,Rejected,0.0
56105,19385,20970,1840,5673,2025-08-21,1,585.61,Not as Described,Approved,585.61
56106,11700,12423,9372,23142,2026-03-12,1,109.65,Damaged,Approved,109.65
56107,23766,17104,8789,11402,2024-03-19,1,342.68,Size/Fit Issue,Approved,342.68
56108,37395,9415,15379,2703,2025-12-06,1,194.67,Not as Described,Pending,
56109,27589,28397,18562,798,2026-03-06,1,56.11,Late Delivery,Approved,56.11
56110,30834,10984,14451,29689,2023-10-09,2,504.8,Late Delivery,Approved,504.8
56111,20116,21159,9920,25828,2025-02-09,1,125.97,Duplicate Order,Approved,125.97
56112,37513,4064,23890,9429,2025-09-12,3,449.16,Not as Described,Approved,449.16
56113,20726,25708,16443,28040,2024-06-19,1,612.92,Late Delivery,Approved,612.92
56114,27945,22800,13627,26874,2025-12-17,1,616.02,Late Delivery,Approved,616.02
56115,14813,3031,4142,3738,2025-09-06,1,52.01,Not as Described,Approved,52.01
56116,34590,23312,21394,27352,2026-08-18,1,181.62,Size/Fit Issue,Approved,181.62
56117,20897,4907,6445,20891,2025-08-31,1,717.6,Not as Described,Approved,717.6
56118,10765,20167,4033,29635,2025-09-15,3,730.08,Not as Described,Rejected,0.0
56119,13638,30456,25961,10108,2026-08-03,3,491.49,Duplicate Order,Approved,491.49
56120,33453,3264,15946,1669,2025-09-05,2,253.44,Damaged,Approved,253.44
56121,27369,17500,22404,26295,2024-02-23,1,421.22,Wrong Item Shipped,Approved,421.22
56122,25522,10060,7347,6761,2025-12-21,3,221.61,Not as Described,Rejected,0.0
56123,28215,25214,21534,20499,2026-05-31,2,1363.28,Duplicate Order,Approved,1363.28
56124,24049,7066,10302,13284,2026-08-18,3,287.31,Duplicate Order,Approved,287.31
56125,11797,18591,27552,13391,2025-06-10,1,643.27,Damaged,Approved,643.27
56126,14076,525,19571,4984,2025-12-18,3,1297.08,Defective,Pending,
56127,16687,11646,4945,29350,2023-10-26,1,582.54,Duplicate Order,Rejected,0.0
56128,14962,17615,21575,13099,2024-03-07,4,1297.44,Changed Mind,Rejected,0.0
56129,27524,10214,23742,18060,2025-04-07,2,747.0,Not as Described,Approved,747.0
56130,23099,2518,24277,23029,2024-07-13,3,288.81,Damaged,Approved,288.81
56131,12942,1578,19600,21898,2026-01-29,1,241.56,Defective,Pending,
56132,36636,28583,6168,6535,2025-10-16,1,408.68,Late Delivery,Approved,408.68
56133,13185,25964,2358,5493,2025-06-18,4,1985.16,Damaged,Approved,1985.16
56134,38834,12498,20114,19500,2024-12-31,1,427.23,Damaged,Approved,427.23
56135,16996,12077,20548,5995,2025-07-13,1,171.78,Not as Described,Approved,171.78
56136,15252,8330,8077,21717,2025-11-08,4,552.84,Wrong Item Shipped,Approved,552.84
56137,31639,16692,22503,18465,2025-02-22,4,1622.12,Size/Fit Issue,Approved,1622.12
56138,36650,12982,8308,12821,2023-11-17,2,716.36,Wrong Item Shipped,Approved,716.36
56139,27831,3470,5947,19851,2024-08-15,3,525.18,Size/Fit Issue,Approved,525.18
56140,10518,23796,10492,25751,2025-12-21,3,1255.38,Wrong Item Shipped,Approved,1255.38
56141,30695,28874,9523,5308,2025-09-19,2,631.32,Late Delivery,Approved,631.32
56142,31007,11236,15735,4937,2025-10-23,2,110.46,Not as Described,Pending,
56143,39271,4259,20201,4376,2026-04-06,1,318.2,Duplicate Order,Approved,318.2
56144,19607,5251,25552,22943,2023-05-19,3,1283.46,Changed Mind,Approved,1283.46
56145,33112,30330,9833,9288,2024-12-28,1,107.58,Not as Described,Approved,107.58
56146,12537,18228,23310,26809,2024-07-28,1,107.82,Late Delivery,Approved,107.82
56147,34023,5325,13706,21056,2023-05-17,1,133.4,Duplicate Order,Approved,133.4
56148,17436,18214,8746,20663,2026-03-27,4,1669.88,Size/Fit Issue,Approved,1669.88
56149,10805,23389,20963,18209,2025-01-22,2,1090.98,Duplicate Order,Approved,1090.98
56150,14810,25551,16675,14907,2025-04-10,2,193.8,Wrong Item Shipped,Approved,193.8
56151,29477,28282,14419,25657,2025-12-14,2,134.26,Defective,Approved,134.26
56152,14998,20897,29912,28177,2026-08-18,4,1101.96,Wrong Item Shipped,Approved,1101.96
56153,31217,14362,27632,12853,2024-07-27,4,457.12,Changed Mind,Approved,457.12
56154,19430,25935,6918,16278,2024-05-28,2,288.2,Damaged,Approved,288.2
56155,25949,1865,30092,10893,2025-08-22,2,23.06,Changed Mind,Pending,
56156,10031,22930,5919,5401,2024-07-26,5,2248.4,Defective,Pending,
56157,36112,8508,7067,20033,2024-08-14,4,1673.8,Defective,Pending,
56158,21546,12398,15840,8500,2023-03-19,1,206.09,Not as Described,Pending,
56159,31804,9799,20402,24127,2024-05-24,3,1004.22,Damaged,Approved,1004.22
56160,23638,11915,28400,14696,2025-07-23,1,647.12,Defective,Approved,647.12
56161,19523,3666,19194,12241,2025-08-16,2,919.7,Damaged,Rejected,0.0
56162,37806,8123,16977,21133,2024-04-11,2,945.42,Size/Fit Issue,Approved,945.42
56163,25589,6752,29513,25483,2024-11-03,1,305.39,Not as Described,Approved,305.39
56164,14873,24005,8713,25775,2023-12-20,1,586.65,Duplicate Order,Pending,
56165,26614,2907,12109,18154,2023-05-17,5,2641.3,Late Delivery,Approved,2641.3
56166,10391,21524,23033,13172,2024-05-01,2,572.3,Late Delivery,Rejected,0.0
56167,15521,25645,29279,24685,2023-04-23,1,421.99,Late Delivery,Approved,421.99
56168,31769,21166,13650,8467,2025-06-07,2,719.84,Changed Mind,Approved,719.84
56169,17560,29164,1781,23163,2023-08-20,1,152.26,Duplicate Order,Approved,152.26
56170,13255,685,16234,17440,2025-02-17,4,1186.48,Damaged,Approved,1186.48
56171,21358,21538,26733,7778,2023-03-21,1,320.88,Defective,Approved,320.88
56172,23437,4265,6627,20,2023-09-16,3,327.0,Late Delivery,Approved,327.0
56173,16132,9026,20634,18776,2025-12-19,3,1338.66,Changed Mind,Approved,1338.66
56174,39888,29859,4471,25174,2024-02-26,2,407.0,Size/Fit Issue,Approved,407.0
56175,21557,14743,25788,6046,2026-08-04,3,1618.05,Duplicate Order,Approved,1618.05
56176,39110,30167,20697,18128,2025-11-27,2,854.6,Damaged,Approved,854.6
56177,30463,4410,29130,9735,2023-09-02,2,141.18,Defective,Rejected,0.0
56178,27093,19362,2301,16197,2025-06-04,1,473.78,Wrong Item Shipped,Approved,473.78
56179,30124,24670,13917,3314,2023-09-30,2,132.66,Size/Fit Issue,Approved,132.66
56180,13034,3772,27991,17109,2025-03-30,1,355.14,Defective,Approved,355.14
56181,37073,30023,23124,23150,2024-03-02,4,488.64,Size/Fit Issue,Approved,488.64
56182,12933,12532,13225,13476,2023-10-25,3,1348.98,Wrong Item Shipped,Rejected,0.0
56183,25325,24512,16940,4223,2023-09-14,1,74.06,Wrong Item Shipped,Rejected,0.0
56184,28591,30270,12878,26787,2024-10-24,1,370.58,Late Delivery,Rejected,0.0
56185,25817,11352,4561,28006,2026-05-11,2,819.98,Damaged,Approved,819.98
56186,25805,11992,19075,12219,2023-05-23,1,318.26,Damaged,Rejected,0.0
56187,14508,5179,430,10639,2026-05-15,2,199.02,Not as Described,Pending,
56188,30060,20595,18381,10419,2026-05-12,1,360.78,Damaged,Approved,360.78
56189,23327,8241,19912,15624,2025-09-15,1,95.86,Changed Mind,Approved,95.86
56190,23811,16945,29148,16550,2023-03-15,1,545.4,Late Delivery,Approved,545.4
56191,37318,26507,2070,26936,2024-11-21,2,637.5,Changed Mind,Approved,637.5
56192,24341,26729,24490,23222,2025-02-15,2,1196.28,Duplicate Order,Rejected,0.0
56193,17344,5306,3879,21086,2023-04-20,1,112.98,Late Delivery,Approved,112.98
56194,23444,1815,8353,27194,2026-01-31,4,2005.0,Duplicate Order,Pending,
56195,25611,14272,11812,24393,2023-10-14,2,942.78,Late Delivery,Approved,942.78
56196,27647,18714,20578,4072,2026-04-18,4,591.48,Duplicate Order,Approved,591.48
56197,25298,23239,17422,7274,2025-10-19,1,87.93,Defective,Approved,87.93
56198,12724,12876,10872,4276,2024-11-22,1,316.62,Wrong Item Shipped,Approved,316.62
56199,16855,4857,28670,28477,2026-06-27,3,259.05,Size/Fit Issue,Approved,259.05
56200,36353,2448,21215,21461,2024-10-06,2,658.58,Duplicate Order,Pending,
56201,26841,6662,29929,18188,2026-07-16,3,556.2,Duplicate Order,Approved,556.2
56202,18772,15289,27064,11123,2024-10-09,4,1117.08,Late Delivery,Approved,1117.08
56203,21775,25557,15027,20983,2024-11-05,3,765.42,Defective,Pending,
56204,12590,12992,19134,24108,2023-06-04,1,28.81,Damaged,Approved,28.81
56205,23191,27674,15479,87,2023-12-25,1,652.48,Duplicate Order,Approved,652.48
56206,37418,11277,2785,1961,2023-11-16,3,408.57,Duplicate Order,Approved,408.57
56207,14861,26011,4531,2769,2025-12-12,1,180.41,Damaged,Pending,
56208,13566,6365,8740,17081,2026-06-13,3,1117.92,Changed Mind,Approved,1117.92
56209,35651,11801,9398,15164,2025-07-13,1,464.8,Late Delivery,Approved,464.8
56210,33914,1248,17227,27775,2026-05-03,1,55.61,Size/Fit Issue,Rejected,0.0
56211,26055,14760,10365,26304,2023-01-13,4,2327.64,Duplicate Order,Approved,2327.64
56212,22131,14394,4864,6580,2023-12-04,1,430.39,Duplicate Order,Approved,430.39
56213,29120,30350,18961,13314,2024-08-18,2,258.08,Damaged,Approved,258.08
56214,25105,7365,25930,3462,2026-01-12,2,1339.08,Not as Described,Pending,
56215,17640,10175,19620,21139,2025-11-02,2,242.28,Size/Fit Issue,Rejected,0.0
56216,24675,12768,17193,23476,2026-02-26,1,526.53,Wrong Item Shipped,Rejected,0.0
56217,13234,29101,11211,24287,2025-03-11,4,1471.56,Wrong Item Shipped,Rejected,0.0
56218,12610,16080,27683,7360,2024-03-12,2,486.46,Size/Fit Issue,Approved,486.46
56219,24875,19259,6192,29938,2025-10-13,3,1234.17,Wrong Item Shipped,Approved,1234.17
